Unnamed: 0,month,year,naics_Code,kind_of_business,industry,sales,category,total_records
5199,June,2015,Book Stores,Book stores,Sports & Recreation,678.0,Retail,624
5200,June,2015,General Merchandise Stores,General merchandise stores,General Merchandise,54651.0,Retail,936
5201,June,2015,Department Stores,Department stores,General Merchandise,12595.0,Retail,936
5202,June,2015,Department Stores (Except Discount),Department stores(excl. discount department stores),General Merchandise,4160.0,Retail,936
5203,June,2015,Discount Department Stores,Discount dept. stores,General Merchandise,8435.0,Retail,936
5204,June,2015,Other General Merchandise Stores,Other general merchandise stores,General Merchandise,42056.0,Retail,936
5205,June,2015,Warehouse Clubs & Supercenters,Warehouse clubs and superstores,Food & Beverage,36489.0,Food,780
5206,June,2015,All Other General Merchandise Stores,All other gen. merchandise stores,General Merchandise,5567.0,Retail,936
5207,June,2015,Miscellaneous Store Retailers,Miscellaneous store retailers,Miscellaneous,10399.0,Retail,468
5208,June,2015,"Office Supplies, Stationery & Gift Stores","Office supplies, stationery, and gift stores",Office Supplies & Gifts,2416.0,Retail,468
5209,June,2015,Office Supplies & Stationery Stores,Office supplies and stationery stores,Office Supplies & Gifts,1040.0,Retail,468
5210,June,2015,"Gift, Novelty & Souvenir Stores","Gift, novelty, and souvenir stores",Office Supplies & Gifts,1376.0,Retail,468
5211,June,2015,Used Merchandise Stores,Used merchandise stores,Miscellaneous,1313.0,Retail,468
5212,June,2015,Nonstore Retailers,Nonstore retailers,Miscellaneous,38555.0,Retail,468
5213,June,2015,Electronic Shopping & Mail-Order Houses,Electronic shopping and mail-order houses,Home Goods & Electronics,32731.0,Retail,1560
5214,June,2015,Fuel Dealers,Fuel dealers,Fuel & Gasoline,1697.0,Retail,312
5215,June,2015,Food Services & Drinking Places,Food services and drinking places,Restaurants & Bars,52144.0,Food,780
5216,June,2015,Drinking Places (Alcoholic Beverages),Drinking places,Restaurants & Bars,1787.0,Food,780
5217,June,2015,Restaurants & Other Eating Places,Restaurants and other eating places,Restaurants & Bars,45988.0,Food,780
5218,June,2015,Full-Service Restaurants,Full service restaurants,Restaurants & Bars,22908.0,Food,780
5219,June,2015,Limited-Service & Snack & Beverage Places,Limited service eating places,Restaurants & Bars,23080.0,Food,780
5220,July,2015,Motor Vehicle & Parts Dealers,Motor vehicle and parts dealers,Automotive,98616.0,Automotive,936
5221,July,2015,Motor Vehicle & Parts Dealers (Combined),Automobile and other motor vehicle dealers,Automotive,90404.0,Automotive,936
5222,July,2015,Automobile Dealers,Automobile dealers,Automotive,84187.0,Automotive,936
5223,July,2015,New Car Dealers,New car dealers,Automotive,75549.0,Automotive,936
5224,July,2015,Used Car Dealers,Used car dealers,Automotive,8638.0,Automotive,936
5225,July,2015,"Auto Parts, Accessories & Tire Stores","Automotive parts, acc., and tire stores",Automotive,8212.0,Automotive,936
5226,July,2015,Furniture & Electronics Stores (Combined),"Furniture, home furn, electronics, and appliance stores",Home Goods & Electronics,17101.0,Retail,1560
5227,July,2015,Furniture & Home Furnishings Stores,Furniture and home furnishings stores,Home Goods & Electronics,9231.0,Retail,1560
5228,July,2015,Furniture Stores,Furniture stores,Home Goods & Electronics,4926.0,Retail,1560
5229,July,2015,Home Furnishings Stores,Home furnishings stores,Home Goods & Electronics,4305.0,Retail,1560
5230,July,2015,Floor Covering Stores,Floor covering stores,Home Goods & Electronics,1789.0,Retail,1560
5231,July,2015,All Other Home Furnishings Stores,All other home furnishings stores,Home Goods & Electronics,2401.0,Retail,1560
5232,July,2015,Electronics & Appliance Stores,Electronics and appliance stores,Home Goods & Electronics,7870.0,Retail,1560
5233,July,2015,Household Appliance Stores,Household appliance stores,Home Goods & Electronics,1538.0,Retail,1560
5234,July,2015,Electronics Stores,Electronics stores,Home Goods & Electronics,6332.0,Retail,1560
5235,July,2015,Building Material & Garden Supply Stores,Building mat. and garden equip. and supplies dealers,Home Goods & Building Supplies,29846.0,Retail,624
5236,July,2015,Building Material & Supplies Dealers,Building mat. and supplies dealers,Home Goods & Building Supplies,26299.0,Retail,624
5237,July,2015,Paint & Wallpaper Stores,Paint and wallpaper stores,Home Goods & Building Supplies,1046.0,Retail,624
5238,July,2015,Hardware Stores,Hardware stores,Home Goods & Building Supplies,2056.0,Retail,624
5239,July,2015,Food & Beverage Stores,Food and beverage stores,Food & Beverage,59288.0,Food,780
5240,July,2015,Grocery Stores,Grocery stores,Food & Beverage,53016.0,Food,780
5241,July,2015,Supermarkets & Grocery Stores,Supermarkets and other grocery (except convenience) stores,Food & Beverage,50610.0,Food,780
5242,July,2015,"Beer, Wine & Liquor Stores","Beer, wine, and liquor stores",Food & Beverage,4409.0,Food,780
5243,July,2015,Health & Personal Care Stores,Health and personal care stores,Health & Personal Care,25334.0,Retail,312
5244,July,2015,Pharmacies & Drug Stores,Pharmacies and drug stores,Health & Personal Care,21250.0,Retail,312
5245,July,2015,Gasoline Stations,Gasoline stations,Fuel & Gasoline,43985.0,Retail,312
5246,July,2015,Clothing & Clothing Accessories Stores,Clothing and clothing access. stores,Fashion & Accessories,20694.0,Retail,1248
5247,July,2015,Clothing Stores,Clothing stores,Fashion & Accessories,15303.0,Retail,1248
5248,July,2015,Men's Clothing Stores,Men's clothing stores,Fashion & Accessories,702.0,Retail,1248
5249,July,2015,Women's Clothing Stores,Women's clothing stores,Fashion & Accessories,3148.0,Retail,1248
5250,July,2015,Family Clothing Stores,Family clothing stores,Fashion & Accessories,8465.0,Retail,1248
5251,July,2015,Other Clothing Stores,Other clothing stores,Fashion & Accessories,1360.0,Retail,1248
5252,July,2015,Shoe Stores,Shoe stores,Fashion & Accessories,2948.0,Retail,1248
5253,July,2015,Jewelry Stores,Jewelry stores,Fashion & Accessories,2224.0,Retail,1248
5254,July,2015,"Sporting Goods, Hobby, Book & Music Stores","Sporting goods, hobby, musical instrument, and book stores",Sports & Recreation,6782.0,Retail,624
5255,July,2015,Sporting Goods Stores,Sporting goods stores,Sports & Recreation,4154.0,Retail,624
5256,July,2015,"Hobby, Toy & Game Stores","Hobby, toy, and game stores",Sports & Recreation,1188.0,Retail,624
5257,July,2015,Book Stores,Book stores,Sports & Recreation,687.0,Retail,624
5258,July,2015,General Merchandise Stores,General merchandise stores,General Merchandise,55392.0,Retail,936
5259,July,2015,Department Stores,Department stores,General Merchandise,12605.0,Retail,936
5260,July,2015,Department Stores (Except Discount),Department stores(excl. discount department stores),General Merchandise,4029.0,Retail,936
5261,July,2015,Discount Department Stores,Discount dept. stores,General Merchandise,8576.0,Retail,936
5262,July,2015,Other General Merchandise Stores,Other general merchandise stores,General Merchandise,42787.0,Retail,936
5263,July,2015,Warehouse Clubs & Supercenters,Warehouse clubs and superstores,Food & Beverage,37224.0,Food,780
5264,July,2015,All Other General Merchandise Stores,All other gen. merchandise stores,General Merchandise,5563.0,Retail,936
5265,July,2015,Miscellaneous Store Retailers,Miscellaneous store retailers,Miscellaneous,10358.0,Retail,468
5266,July,2015,"Office Supplies, Stationery & Gift Stores","Office supplies, stationery, and gift stores",Office Supplies & Gifts,2625.0,Retail,468
5267,July,2015,Office Supplies & Stationery Stores,Office supplies and stationery stores,Office Supplies & Gifts,1141.0,Retail,468
5268,July,2015,"Gift, Novelty & Souvenir Stores","Gift, novelty, and souvenir stores",Office Supplies & Gifts,1484.0,Retail,468
5269,July,2015,Used Merchandise Stores,Used merchandise stores,Miscellaneous,1435.0,Retail,468
5270,July,2015,Nonstore Retailers,Nonstore retailers,Miscellaneous,39158.0,Retail,468
5271,July,2015,Electronic Shopping & Mail-Order Houses,Electronic shopping and mail-order houses,Home Goods & Electronics,33439.0,Retail,1560
5272,July,2015,Fuel Dealers,Fuel dealers,Fuel & Gasoline,1680.0,Retail,312
5273,July,2015,Food Services & Drinking Places,Food services and drinking places,Restaurants & Bars,53209.0,Food,780
5274,July,2015,Drinking Places (Alcoholic Beverages),Drinking places,Restaurants & Bars,1884.0,Food,780
5275,July,2015,Restaurants & Other Eating Places,Restaurants and other eating places,Restaurants & Bars,46949.0,Food,780
5276,July,2015,Full-Service Restaurants,Full service restaurants,Restaurants & Bars,23259.0,Food,780
5277,July,2015,Limited-Service & Snack & Beverage Places,Limited service eating places,Restaurants & Bars,23690.0,Food,780
5278,August,2015,Motor Vehicle & Parts Dealers,Motor vehicle and parts dealers,Automotive,98787.0,Automotive,936
5279,August,2015,Motor Vehicle & Parts Dealers (Combined),Automobile and other motor vehicle dealers,Automotive,90924.0,Automotive,936
5280,August,2015,Automobile Dealers,Automobile dealers,Automotive,85270.0,Automotive,936
5281,August,2015,New Car Dealers,New car dealers,Automotive,76661.0,Automotive,936
5282,August,2015,Used Car Dealers,Used car dealers,Automotive,8609.0,Automotive,936
5283,August,2015,"Auto Parts, Accessories & Tire Stores","Automotive parts, acc., and tire stores",Automotive,7863.0,Automotive,936
5284,August,2015,Furniture & Electronics Stores (Combined),"Furniture, home furn, electronics, and appliance stores",Home Goods & Electronics,17332.0,Retail,1560
5285,August,2015,Furniture & Home Furnishings Stores,Furniture and home furnishings stores,Home Goods & Electronics,9275.0,Retail,1560
5286,August,2015,Furniture Stores,Furniture stores,Home Goods & Electronics,5073.0,Retail,1560
5287,August,2015,Home Furnishings Stores,Home furnishings stores,Home Goods & Electronics,4202.0,Retail,1560
5288,August,2015,Floor Covering Stores,Floor covering stores,Home Goods & Electronics,1746.0,Retail,1560
5289,August,2015,All Other Home Furnishings Stores,All other home furnishings stores,Home Goods & Electronics,2341.0,Retail,1560
5290,August,2015,Electronics & Appliance Stores,Electronics and appliance stores,Home Goods & Electronics,8057.0,Retail,1560
5291,August,2015,Household Appliance Stores,Household appliance stores,Home Goods & Electronics,1431.0,Retail,1560
5292,August,2015,Electronics Stores,Electronics stores,Home Goods & Electronics,6626.0,Retail,1560
5293,August,2015,Building Material & Garden Supply Stores,Building mat. and garden equip. and supplies dealers,Home Goods & Building Supplies,27116.0,Retail,624
5294,August,2015,Building Material & Supplies Dealers,Building mat. and supplies dealers,Home Goods & Building Supplies,24088.0,Retail,624
5295,August,2015,Paint & Wallpaper Stores,Paint and wallpaper stores,Home Goods & Building Supplies,995.0,Retail,624
5296,August,2015,Hardware Stores,Hardware stores,Home Goods & Building Supplies,2018.0,Retail,624
5297,August,2015,Food & Beverage Stores,Food and beverage stores,Food & Beverage,57951.0,Food,780
5298,August,2015,Grocery Stores,Grocery stores,Food & Beverage,51991.0,Food,780
5299,August,2015,Supermarkets & Grocery Stores,Supermarkets and other grocery (except convenience) stores,Food & Beverage,49709.0,Food,780
5300,August,2015,"Beer, Wine & Liquor Stores","Beer, wine, and liquor stores",Food & Beverage,4140.0,Food,780
5301,August,2015,Health & Personal Care Stores,Health and personal care stores,Health & Personal Care,25248.0,Retail,312
5302,August,2015,Pharmacies & Drug Stores,Pharmacies and drug stores,Health & Personal Care,21012.0,Retail,312
5303,August,2015,Gasoline Stations,Gasoline stations,Fuel & Gasoline,42039.0,Retail,312
5304,August,2015,Clothing & Clothing Accessories Stores,Clothing and clothing access. stores,Fashion & Accessories,22452.0,Retail,1248
5305,August,2015,Clothing Stores,Clothing stores,Fashion & Accessories,16248.0,Retail,1248
5306,August,2015,Men's Clothing Stores,Men's clothing stores,Fashion & Accessories,759.0,Retail,1248
5307,August,2015,Women's Clothing Stores,Women's clothing stores,Fashion & Accessories,3347.0,Retail,1248
5308,August,2015,Family Clothing Stores,Family clothing stores,Fashion & Accessories,8776.0,Retail,1248
5309,August,2015,Other Clothing Stores,Other clothing stores,Fashion & Accessories,1523.0,Retail,1248
5310,August,2015,Shoe Stores,Shoe stores,Fashion & Accessories,3748.0,Retail,1248
5311,August,2015,Jewelry Stores,Jewelry stores,Fashion & Accessories,2252.0,Retail,1248
5312,August,2015,"Sporting Goods, Hobby, Book & Music Stores","Sporting goods, hobby, musical instrument, and book stores",Sports & Recreation,7895.0,Retail,624
5313,August,2015,Sporting Goods Stores,Sporting goods stores,Sports & Recreation,4385.0,Retail,624
5314,August,2015,"Hobby, Toy & Game Stores","Hobby, toy, and game stores",Sports & Recreation,1196.0,Retail,624
5315,August,2015,Book Stores,Book stores,Sports & Recreation,1532.0,Retail,624
5316,August,2015,General Merchandise Stores,General merchandise stores,General Merchandise,57298.0,Retail,936
5317,August,2015,Department Stores,Department stores,General Merchandise,13726.0,Retail,936
5318,August,2015,Department Stores (Except Discount),Department stores(excl. discount department stores),General Merchandise,4330.0,Retail,936
5319,August,2015,Discount Department Stores,Discount dept. stores,General Merchandise,9396.0,Retail,936
5320,August,2015,Other General Merchandise Stores,Other general merchandise stores,General Merchandise,43572.0,Retail,936
5321,August,2015,Warehouse Clubs & Supercenters,Warehouse clubs and superstores,Food & Beverage,38086.0,Food,780
5322,August,2015,All Other General Merchandise Stores,All other gen. merchandise stores,General Merchandise,5486.0,Retail,936
5323,August,2015,Miscellaneous Store Retailers,Miscellaneous store retailers,Miscellaneous,10391.0,Retail,468
5324,August,2015,"Office Supplies, Stationery & Gift Stores","Office supplies, stationery, and gift stores",Office Supplies & Gifts,2990.0,Retail,468
5325,August,2015,Office Supplies & Stationery Stores,Office supplies and stationery stores,Office Supplies & Gifts,1558.0,Retail,468
5326,August,2015,"Gift, Novelty & Souvenir Stores","Gift, novelty, and souvenir stores",Office Supplies & Gifts,1432.0,Retail,468
5327,August,2015,Used Merchandise Stores,Used merchandise stores,Miscellaneous,1483.0,Retail,468
5328,August,2015,Nonstore Retailers,Nonstore retailers,Miscellaneous,38411.0,Retail,468
5329,August,2015,Electronic Shopping & Mail-Order Houses,Electronic shopping and mail-order houses,Home Goods & Electronics,33043.0,Retail,1560
5330,August,2015,Fuel Dealers,Fuel dealers,Fuel & Gasoline,1605.0,Retail,312
5331,August,2015,Food Services & Drinking Places,Food services and drinking places,Restaurants & Bars,53208.0,Food,780
5332,August,2015,Drinking Places (Alcoholic Beverages),Drinking places,Restaurants & Bars,1888.0,Food,780
5333,August,2015,Restaurants & Other Eating Places,Restaurants and other eating places,Restaurants & Bars,46765.0,Food,780
5334,August,2015,Full-Service Restaurants,Full service restaurants,Restaurants & Bars,23343.0,Food,780
5335,August,2015,Limited-Service & Snack & Beverage Places,Limited service eating places,Restaurants & Bars,23422.0,Food,780
5336,September,2015,Motor Vehicle & Parts Dealers,Motor vehicle and parts dealers,Automotive,91617.0,Automotive,936
5337,September,2015,Motor Vehicle & Parts Dealers (Combined),Automobile and other motor vehicle dealers,Automotive,84006.0,Automotive,936
5338,September,2015,Automobile Dealers,Automobile dealers,Automotive,78849.0,Automotive,936
5339,September,2015,New Car Dealers,New car dealers,Automotive,70931.0,Automotive,936
5340,September,2015,Used Car Dealers,Used car dealers,Automotive,7918.0,Automotive,936
5341,September,2015,"Auto Parts, Accessories & Tire Stores","Automotive parts, acc., and tire stores",Automotive,7611.0,Automotive,936
5342,September,2015,Furniture & Electronics Stores (Combined),"Furniture, home furn, electronics, and appliance stores",Home Goods & Electronics,17067.0,Retail,1560
5343,September,2015,Furniture & Home Furnishings Stores,Furniture and home furnishings stores,Home Goods & Electronics,9097.0,Retail,1560
5344,September,2015,Furniture Stores,Furniture stores,Home Goods & Electronics,5141.0,Retail,1560
5345,September,2015,Home Furnishings Stores,Home furnishings stores,Home Goods & Electronics,3956.0,Retail,1560
5346,September,2015,Floor Covering Stores,Floor covering stores,Home Goods & Electronics,1664.0,Retail,1560
5347,September,2015,All Other Home Furnishings Stores,All other home furnishings stores,Home Goods & Electronics,2176.0,Retail,1560
5348,September,2015,Electronics & Appliance Stores,Electronics and appliance stores,Home Goods & Electronics,7970.0,Retail,1560
5349,September,2015,Household Appliance Stores,Household appliance stores,Home Goods & Electronics,1464.0,Retail,1560
5350,September,2015,Electronics Stores,Electronics stores,Home Goods & Electronics,6506.0,Retail,1560
5351,September,2015,Building Material & Garden Supply Stores,Building mat. and garden equip. and supplies dealers,Home Goods & Building Supplies,26881.0,Retail,624
5352,September,2015,Building Material & Supplies Dealers,Building mat. and supplies dealers,Home Goods & Building Supplies,23965.0,Retail,624
5353,September,2015,Paint & Wallpaper Stores,Paint and wallpaper stores,Home Goods & Building Supplies,979.0,Retail,624
5354,September,2015,Hardware Stores,Hardware stores,Home Goods & Building Supplies,1864.0,Retail,624
5355,September,2015,Food & Beverage Stores,Food and beverage stores,Food & Beverage,55767.0,Food,780
5356,September,2015,Grocery Stores,Grocery stores,Food & Beverage,50082.0,Food,780
5357,September,2015,Supermarkets & Grocery Stores,Supermarkets and other grocery (except convenience) stores,Food & Beverage,47929.0,Food,780
5358,September,2015,"Beer, Wine & Liquor Stores","Beer, wine, and liquor stores",Food & Beverage,3955.0,Food,780
5359,September,2015,Health & Personal Care Stores,Health and personal care stores,Health & Personal Care,25619.0,Retail,312
5360,September,2015,Pharmacies & Drug Stores,Pharmacies and drug stores,Health & Personal Care,21485.0,Retail,312
5361,September,2015,Gasoline Stations,Gasoline stations,Fuel & Gasoline,37681.0,Retail,312
5362,September,2015,Clothing & Clothing Accessories Stores,Clothing and clothing access. stores,Fashion & Accessories,19266.0,Retail,1248
5363,September,2015,Clothing Stores,Clothing stores,Fashion & Accessories,14350.0,Retail,1248
5364,September,2015,Men's Clothing Stores,Men's clothing stores,Fashion & Accessories,739.0,Retail,1248
5365,September,2015,Women's Clothing Stores,Women's clothing stores,Fashion & Accessories,3105.0,Retail,1248
5366,September,2015,Family Clothing Stores,Family clothing stores,Fashion & Accessories,7738.0,Retail,1248
5367,September,2015,Other Clothing Stores,Other clothing stores,Fashion & Accessories,1286.0,Retail,1248
5368,September,2015,Shoe Stores,Shoe stores,Fashion & Accessories,2679.0,Retail,1248
5369,September,2015,Jewelry Stores,Jewelry stores,Fashion & Accessories,2035.0,Retail,1248
5370,September,2015,"Sporting Goods, Hobby, Book & Music Stores","Sporting goods, hobby, musical instrument, and book stores",Sports & Recreation,6850.0,Retail,624
5371,September,2015,Sporting Goods Stores,Sporting goods stores,Sports & Recreation,3697.0,Retail,624
5372,September,2015,"Hobby, Toy & Game Stores","Hobby, toy, and game stores",Sports & Recreation,1280.0,Retail,624
5373,September,2015,Book Stores,Book stores,Sports & Recreation,1052.0,Retail,624
5374,September,2015,General Merchandise Stores,General merchandise stores,General Merchandise,52186.0,Retail,936
5375,September,2015,Department Stores,Department stores,General Merchandise,12095.0,Retail,936
5376,September,2015,Department Stores (Except Discount),Department stores(excl. discount department stores),General Merchandise,4180.0,Retail,936
5377,September,2015,Discount Department Stores,Discount dept. stores,General Merchandise,7915.0,Retail,936
5378,September,2015,Other General Merchandise Stores,Other general merchandise stores,General Merchandise,40091.0,Retail,936
5379,September,2015,Warehouse Clubs & Supercenters,Warehouse clubs and superstores,Food & Beverage,34733.0,Food,780
5380,September,2015,All Other General Merchandise Stores,All other gen. merchandise stores,General Merchandise,5358.0,Retail,936
5381,September,2015,Miscellaneous Store Retailers,Miscellaneous store retailers,Miscellaneous,9691.0,Retail,468
5382,September,2015,"Office Supplies, Stationery & Gift Stores","Office supplies, stationery, and gift stores",Office Supplies & Gifts,2669.0,Retail,468
5383,September,2015,Office Supplies & Stationery Stores,Office supplies and stationery stores,Office Supplies & Gifts,1290.0,Retail,468
5384,September,2015,"Gift, Novelty & Souvenir Stores","Gift, novelty, and souvenir stores",Office Supplies & Gifts,1379.0,Retail,468
5385,September,2015,Used Merchandise Stores,Used merchandise stores,Miscellaneous,1402.0,Retail,468
5386,September,2015,Nonstore Retailers,Nonstore retailers,Miscellaneous,39367.0,Retail,468
5387,September,2015,Electronic Shopping & Mail-Order Houses,Electronic shopping and mail-order houses,Home Goods & Electronics,33617.0,Retail,1560
5388,September,2015,Fuel Dealers,Fuel dealers,Fuel & Gasoline,1796.0,Retail,312
5389,September,2015,Food Services & Drinking Places,Food services and drinking places,Restaurants & Bars,50770.0,Food,780
5390,September,2015,Drinking Places (Alcoholic Beverages),Drinking places,Restaurants & Bars,1786.0,Food,780
5391,September,2015,Restaurants & Other Eating Places,Restaurants and other eating places,Restaurants & Bars,43531.0,Food,780
5392,September,2015,Full-Service Restaurants,Full service restaurants,Restaurants & Bars,21584.0,Food,780
5393,September,2015,Limited-Service & Snack & Beverage Places,Limited service eating places,Restaurants & Bars,21947.0,Food,780
5394,October,2015,Motor Vehicle & Parts Dealers,Motor vehicle and parts dealers,Automotive,91261.0,Automotive,936
5395,October,2015,Motor Vehicle & Parts Dealers (Combined),Automobile and other motor vehicle dealers,Automotive,83299.0,Automotive,936
5396,October,2015,Automobile Dealers,Automobile dealers,Automotive,78524.0,Automotive,936
5397,October,2015,New Car Dealers,New car dealers,Automotive,70389.0,Automotive,936
5398,October,2015,Used Car Dealers,Used car dealers,Automotive,8135.0,Automotive,936
5399,October,2015,"Auto Parts, Accessories & Tire Stores","Automotive parts, acc., and tire stores",Automotive,7962.0,Automotive,936
5400,October,2015,Furniture & Electronics Stores (Combined),"Furniture, home furn, electronics, and appliance stores",Home Goods & Electronics,17031.0,Retail,1560
5401,October,2015,Furniture & Home Furnishings Stores,Furniture and home furnishings stores,Home Goods & Electronics,9241.0,Retail,1560
5402,October,2015,Furniture Stores,Furniture stores,Home Goods & Electronics,4999.0,Retail,1560
5403,October,2015,Home Furnishings Stores,Home furnishings stores,Home Goods & Electronics,4242.0,Retail,1560
5404,October,2015,Floor Covering Stores,Floor covering stores,Home Goods & Electronics,1802.0,Retail,1560
5405,October,2015,All Other Home Furnishings Stores,All other home furnishings stores,Home Goods & Electronics,2321.0,Retail,1560
5406,October,2015,Electronics & Appliance Stores,Electronics and appliance stores,Home Goods & Electronics,7790.0,Retail,1560
5407,October,2015,Household Appliance Stores,Household appliance stores,Home Goods & Electronics,1398.0,Retail,1560
5408,October,2015,Electronics Stores,Electronics stores,Home Goods & Electronics,6392.0,Retail,1560
5409,October,2015,Building Material & Garden Supply Stores,Building mat. and garden equip. and supplies dealers,Home Goods & Building Supplies,27669.0,Retail,624
5410,October,2015,Building Material & Supplies Dealers,Building mat. and supplies dealers,Home Goods & Building Supplies,24378.0,Retail,624
5411,October,2015,Paint & Wallpaper Stores,Paint and wallpaper stores,Home Goods & Building Supplies,950.0,Retail,624
5412,October,2015,Hardware Stores,Hardware stores,Home Goods & Building Supplies,2063.0,Retail,624
5413,October,2015,Food & Beverage Stores,Food and beverage stores,Food & Beverage,57684.0,Food,780
5414,October,2015,Grocery Stores,Grocery stores,Food & Beverage,51794.0,Food,780
5415,October,2015,Supermarkets & Grocery Stores,Supermarkets and other grocery (except convenience) stores,Food & Beverage,49665.0,Food,780
5416,October,2015,"Beer, Wine & Liquor Stores","Beer, wine, and liquor stores",Food & Beverage,4145.0,Food,780
5417,October,2015,Health & Personal Care Stores,Health and personal care stores,Health & Personal Care,26131.0,Retail,312
5418,October,2015,Pharmacies & Drug Stores,Pharmacies and drug stores,Health & Personal Care,22081.0,Retail,312
5419,October,2015,Gasoline Stations,Gasoline stations,Fuel & Gasoline,38123.0,Retail,312
5420,October,2015,Clothing & Clothing Accessories Stores,Clothing and clothing access. stores,Fashion & Accessories,20794.0,Retail,1248
5421,October,2015,Clothing Stores,Clothing stores,Fashion & Accessories,15645.0,Retail,1248
5422,October,2015,Men's Clothing Stores,Men's clothing stores,Fashion & Accessories,796.0,Retail,1248
5423,October,2015,Women's Clothing Stores,Women's clothing stores,Fashion & Accessories,3424.0,Retail,1248
5424,October,2015,Family Clothing Stores,Family clothing stores,Fashion & Accessories,8574.0,Retail,1248
5425,October,2015,Other Clothing Stores,Other clothing stores,Fashion & Accessories,1316.0,Retail,1248
5426,October,2015,Shoe Stores,Shoe stores,Fashion & Accessories,2774.0,Retail,1248
5427,October,2015,Jewelry Stores,Jewelry stores,Fashion & Accessories,2163.0,Retail,1248
5428,October,2015,"Sporting Goods, Hobby, Book & Music Stores","Sporting goods, hobby, musical instrument, and book stores",Sports & Recreation,6423.0,Retail,624
5429,October,2015,Sporting Goods Stores,Sporting goods stores,Sports & Recreation,3468.0,Retail,624
5430,October,2015,"Hobby, Toy & Game Stores","Hobby, toy, and game stores",Sports & Recreation,1430.0,Retail,624
5431,October,2015,Book Stores,Book stores,Sports & Recreation,709.0,Retail,624
5432,October,2015,General Merchandise Stores,General merchandise stores,General Merchandise,56247.0,Retail,936
5433,October,2015,Department Stores,Department stores,General Merchandise,13040.0,Retail,936
5434,October,2015,Department Stores (Except Discount),Department stores(excl. discount department stores),General Merchandise,4416.0,Retail,936
5435,October,2015,Discount Department Stores,Discount dept. stores,General Merchandise,8624.0,Retail,936
5436,October,2015,Other General Merchandise Stores,Other general merchandise stores,General Merchandise,43207.0,Retail,936
5437,October,2015,Warehouse Clubs & Supercenters,Warehouse clubs and superstores,Food & Beverage,37411.0,Food,780
5438,October,2015,All Other General Merchandise Stores,All other gen. merchandise stores,General Merchandise,5796.0,Retail,936
5439,October,2015,Miscellaneous Store Retailers,Miscellaneous store retailers,Miscellaneous,10278.0,Retail,468
5440,October,2015,"Office Supplies, Stationery & Gift Stores","Office supplies, stationery, and gift stores",Office Supplies & Gifts,3097.0,Retail,468
5441,October,2015,Office Supplies & Stationery Stores,Office supplies and stationery stores,Office Supplies & Gifts,1125.0,Retail,468
5442,October,2015,"Gift, Novelty & Souvenir Stores","Gift, novelty, and souvenir stores",Office Supplies & Gifts,1972.0,Retail,468
5443,October,2015,Used Merchandise Stores,Used merchandise stores,Miscellaneous,1530.0,Retail,468
5444,October,2015,Nonstore Retailers,Nonstore retailers,Miscellaneous,40963.0,Retail,468
5445,October,2015,Electronic Shopping & Mail-Order Houses,Electronic shopping and mail-order houses,Home Goods & Electronics,34579.0,Retail,1560
5446,October,2015,Fuel Dealers,Fuel dealers,Fuel & Gasoline,2320.0,Retail,312
5447,October,2015,Food Services & Drinking Places,Food services and drinking places,Restaurants & Bars,54032.0,Food,780
5448,October,2015,Drinking Places (Alcoholic Beverages),Drinking places,Restaurants & Bars,1925.0,Food,780
5449,October,2015,Restaurants & Other Eating Places,Restaurants and other eating places,Restaurants & Bars,46422.0,Food,780
5450,October,2015,Full-Service Restaurants,Full service restaurants,Restaurants & Bars,23332.0,Food,780
5451,October,2015,Limited-Service & Snack & Beverage Places,Limited service eating places,Restaurants & Bars,23090.0,Food,780
5452,November,2015,Motor Vehicle & Parts Dealers,Motor vehicle and parts dealers,Automotive,84896.0,Automotive,936
5453,November,2015,Motor Vehicle & Parts Dealers (Combined),Automobile and other motor vehicle dealers,Automotive,77548.0,Automotive,936
5454,November,2015,Automobile Dealers,Automobile dealers,Automotive,73840.0,Automotive,936
5455,November,2015,New Car Dealers,New car dealers,Automotive,66459.0,Automotive,936
5456,November,2015,Used Car Dealers,Used car dealers,Automotive,7381.0,Automotive,936
5457,November,2015,"Auto Parts, Accessories & Tire Stores","Automotive parts, acc., and tire stores",Automotive,7348.0,Automotive,936
5458,November,2015,Furniture & Electronics Stores (Combined),"Furniture, home furn, electronics, and appliance stores",Home Goods & Electronics,19542.0,Retail,1560
5459,November,2015,Furniture & Home Furnishings Stores,Furniture and home furnishings stores,Home Goods & Electronics,9617.0,Retail,1560
5460,November,2015,Furniture Stores,Furniture stores,Home Goods & Electronics,5054.0,Retail,1560
5461,November,2015,Home Furnishings Stores,Home furnishings stores,Home Goods & Electronics,4563.0,Retail,1560
5462,November,2015,Floor Covering Stores,Floor covering stores,Home Goods & Electronics,1604.0,Retail,1560
5463,November,2015,All Other Home Furnishings Stores,All other home furnishings stores,Home Goods & Electronics,2843.0,Retail,1560
5464,November,2015,Electronics & Appliance Stores,Electronics and appliance stores,Home Goods & Electronics,9925.0,Retail,1560
5465,November,2015,Household Appliance Stores,Household appliance stores,Home Goods & Electronics,1550.0,Retail,1560
5466,November,2015,Electronics Stores,Electronics stores,Home Goods & Electronics,8375.0,Retail,1560
5467,November,2015,Building Material & Garden Supply Stores,Building mat. and garden equip. and supplies dealers,Home Goods & Building Supplies,26077.0,Retail,624
