Unnamed: 0,month,year,naics_Code,kind_of_business,industry,sales,category,total_records
1294,November,2021,Hardware Stores,Hardware stores,Home Goods & Building Supplies,3158.0,Retail,624
1295,November,2021,Food & Beverage Stores,Food and beverage stores,Food & Beverage,75733.0,Food,780
1296,November,2021,Grocery Stores,Grocery stores,Food & Beverage,67280.0,Food,780
1297,November,2021,Supermarkets & Grocery Stores,Supermarkets and other grocery (except convenience) stores,Food & Beverage,64320.0,Food,780
1298,November,2021,"Beer, Wine & Liquor Stores","Beer, wine, and liquor stores",Food & Beverage,6021.0,Food,780
1299,November,2021,Health & Personal Care Stores,Health and personal care stores,Health & Personal Care,32432.0,Retail,312
1300,November,2021,Pharmacies & Drug Stores,Pharmacies and drug stores,Health & Personal Care,26784.0,Retail,312
1301,November,2021,Gasoline Stations,Gasoline stations,Fuel & Gasoline,52283.0,Retail,312
1302,November,2021,Clothing & Clothing Accessories Stores,Clothing and clothing access. stores,Fashion & Accessories,28725.0,Retail,1248
1303,November,2021,Clothing Stores,Clothing stores,Fashion & Accessories,20052.0,Retail,1248
1304,November,2021,Men's Clothing Stores,Men's clothing stores,Fashion & Accessories,21850.77,Retail,1248
1305,November,2021,Women's Clothing Stores,Women's clothing stores,Fashion & Accessories,3823.0,Retail,1248
1306,November,2021,Family Clothing Stores,Family clothing stores,Fashion & Accessories,11933.0,Retail,1248
1307,November,2021,Other Clothing Stores,Other clothing stores,Fashion & Accessories,1502.0,Retail,1248
1308,November,2021,Shoe Stores,Shoe stores,Fashion & Accessories,3340.0,Retail,1248
1309,November,2021,Jewelry Stores,Jewelry stores,Fashion & Accessories,21850.77,Retail,1248
1310,November,2021,"Sporting Goods, Hobby, Book & Music Stores","Sporting goods, hobby, musical instrument, and book stores",Sports & Recreation,10040.0,Retail,624
1311,November,2021,Sporting Goods Stores,Sporting goods stores,Sports & Recreation,5624.0,Retail,624
1312,November,2021,"Hobby, Toy & Game Stores","Hobby, toy, and game stores",Sports & Recreation,2850.0,Retail,624
1313,November,2021,Book Stores,Book stores,Sports & Recreation,665.0,Retail,624
1314,November,2021,General Merchandise Stores,General merchandise stores,General Merchandise,74215.0,Retail,936
1315,November,2021,Department Stores,Department stores,General Merchandise,13079.0,Retail,936
1316,November,2021,Department Stores (Except Discount),Department stores(excl. discount department stores),General Merchandise,3346.0,Retail,936
1317,November,2021,Discount Department Stores,Discount dept. stores,General Merchandise,9733.0,Retail,936
1318,November,2021,Other General Merchandise Stores,Other general merchandise stores,General Merchandise,61136.0,Retail,936
1319,November,2021,Warehouse Clubs & Supercenters,Warehouse clubs and superstores,Food & Beverage,52309.0,Food,780
1320,November,2021,All Other General Merchandise Stores,All other gen. merchandise stores,General Merchandise,8827.0,Retail,936
1321,November,2021,Miscellaneous Store Retailers,Miscellaneous store retailers,Miscellaneous,14565.0,Retail,468
1322,November,2021,"Office Supplies, Stationery & Gift Stores","Office supplies, stationery, and gift stores",Office Supplies & Gifts,2400.0,Retail,468
1323,November,2021,Office Supplies & Stationery Stores,Office supplies and stationery stores,Office Supplies & Gifts,750.0,Retail,468
1324,November,2021,"Gift, Novelty & Souvenir Stores","Gift, novelty, and souvenir stores",Office Supplies & Gifts,1650.0,Retail,468
1325,November,2021,Used Merchandise Stores,Used merchandise stores,Miscellaneous,2169.0,Retail,468
1326,November,2021,Nonstore Retailers,Nonstore retailers,Miscellaneous,114631.0,Retail,468
1327,November,2021,Electronic Shopping & Mail-Order Houses,Electronic shopping and mail-order houses,Home Goods & Electronics,104804.0,Retail,1560
1328,November,2021,Fuel Dealers,Fuel dealers,Fuel & Gasoline,3700.0,Retail,312
1329,November,2021,Food Services & Drinking Places,Food services and drinking places,Restaurants & Bars,74782.0,Food,780
1330,November,2021,Drinking Places (Alcoholic Beverages),Drinking places,Restaurants & Bars,21850.77,Food,780
1331,November,2021,Restaurants & Other Eating Places,Restaurants and other eating places,Restaurants & Bars,64830.0,Food,780
1332,November,2021,Full-Service Restaurants,Full service restaurants,Restaurants & Bars,21850.77,Food,780
1333,November,2021,Limited-Service & Snack & Beverage Places,Limited service eating places,Restaurants & Bars,32407.0,Food,780
1334,December,2021,Motor Vehicle & Parts Dealers,Motor vehicle and parts dealers,Automotive,122304.0,Automotive,936
1335,December,2021,Motor Vehicle & Parts Dealers (Combined),Automobile and other motor vehicle dealers,Automotive,112739.0,Automotive,936
1336,December,2021,Automobile Dealers,Automobile dealers,Automotive,105140.0,Automotive,936
1337,December,2021,New Car Dealers,New car dealers,Automotive,92521.0,Automotive,936
1338,December,2021,Used Car Dealers,Used car dealers,Automotive,12619.0,Automotive,936
1339,December,2021,"Auto Parts, Accessories & Tire Stores","Automotive parts, acc., and tire stores",Automotive,9565.0,Automotive,936
1340,December,2021,Furniture & Electronics Stores (Combined),"Furniture, home furn, electronics, and appliance stores",Home Goods & Electronics,23124.0,Retail,1560
1341,December,2021,Furniture & Home Furnishings Stores,Furniture and home furnishings stores,Home Goods & Electronics,12678.0,Retail,1560
1342,December,2021,Furniture Stores,Furniture stores,Home Goods & Electronics,6455.0,Retail,1560
1343,December,2021,Home Furnishings Stores,Home furnishings stores,Home Goods & Electronics,21850.77,Retail,1560
1344,December,2021,Floor Covering Stores,Floor covering stores,Home Goods & Electronics,21850.77,Retail,1560
1345,December,2021,All Other Home Furnishings Stores,All other home furnishings stores,Home Goods & Electronics,21850.77,Retail,1560
1346,December,2021,Electronics & Appliance Stores,Electronics and appliance stores,Home Goods & Electronics,10446.0,Retail,1560
1347,December,2021,Household Appliance Stores,Household appliance stores,Home Goods & Electronics,1747.0,Retail,1560
1348,December,2021,Electronics Stores,Electronics stores,Home Goods & Electronics,8699.0,Retail,1560
1349,December,2021,Building Material & Garden Supply Stores,Building mat. and garden equip. and supplies dealers,Home Goods & Building Supplies,38294.0,Retail,624
1350,December,2021,Building Material & Supplies Dealers,Building mat. and supplies dealers,Home Goods & Building Supplies,33323.0,Retail,624
1351,December,2021,Paint & Wallpaper Stores,Paint and wallpaper stores,Home Goods & Building Supplies,1079.0,Retail,624
1352,December,2021,Hardware Stores,Hardware stores,Home Goods & Building Supplies,3269.0,Retail,624
1353,December,2021,Food & Beverage Stores,Food and beverage stores,Food & Beverage,82729.0,Food,780
1354,December,2021,Grocery Stores,Grocery stores,Food & Beverage,71845.0,Food,780
1355,December,2021,Supermarkets & Grocery Stores,Supermarkets and other grocery (except convenience) stores,Food & Beverage,68773.0,Food,780
1356,December,2021,"Beer, Wine & Liquor Stores","Beer, wine, and liquor stores",Food & Beverage,7701.0,Food,780
1357,December,2021,Health & Personal Care Stores,Health and personal care stores,Health & Personal Care,37356.0,Retail,312
1358,December,2021,Pharmacies & Drug Stores,Pharmacies and drug stores,Health & Personal Care,30120.0,Retail,312
1359,December,2021,Gasoline Stations,Gasoline stations,Fuel & Gasoline,51829.0,Retail,312
1360,December,2021,Clothing & Clothing Accessories Stores,Clothing and clothing access. stores,Fashion & Accessories,39375.0,Retail,1248
1361,December,2021,Clothing Stores,Clothing stores,Fashion & Accessories,24334.0,Retail,1248
1362,December,2021,Men's Clothing Stores,Men's clothing stores,Fashion & Accessories,21850.77,Retail,1248
1363,December,2021,Women's Clothing Stores,Women's clothing stores,Fashion & Accessories,4340.0,Retail,1248
1364,December,2021,Family Clothing Stores,Family clothing stores,Fashion & Accessories,14606.0,Retail,1248
1365,December,2021,Other Clothing Stores,Other clothing stores,Fashion & Accessories,1807.0,Retail,1248
1366,December,2021,Shoe Stores,Shoe stores,Fashion & Accessories,4557.0,Retail,1248
1367,December,2021,Jewelry Stores,Jewelry stores,Fashion & Accessories,21850.77,Retail,1248
1368,December,2021,"Sporting Goods, Hobby, Book & Music Stores","Sporting goods, hobby, musical instrument, and book stores",Sports & Recreation,12824.0,Retail,624
1369,December,2021,Sporting Goods Stores,Sporting goods stores,Sports & Recreation,7535.0,Retail,624
1370,December,2021,"Hobby, Toy & Game Stores","Hobby, toy, and game stores",Sports & Recreation,3133.0,Retail,624
1371,December,2021,Book Stores,Book stores,Sports & Recreation,1127.0,Retail,624
1372,December,2021,General Merchandise Stores,General merchandise stores,General Merchandise,85128.0,Retail,936
1373,December,2021,Department Stores,Department stores,General Merchandise,17073.0,Retail,936
1374,December,2021,Department Stores (Except Discount),Department stores(excl. discount department stores),General Merchandise,4984.0,Retail,936
1375,December,2021,Discount Department Stores,Discount dept. stores,General Merchandise,12089.0,Retail,936
1376,December,2021,Other General Merchandise Stores,Other general merchandise stores,General Merchandise,68055.0,Retail,936
1377,December,2021,Warehouse Clubs & Supercenters,Warehouse clubs and superstores,Food & Beverage,57754.0,Food,780
1378,December,2021,All Other General Merchandise Stores,All other gen. merchandise stores,General Merchandise,10301.0,Retail,936
1379,December,2021,Miscellaneous Store Retailers,Miscellaneous store retailers,Miscellaneous,15595.0,Retail,468
1380,December,2021,"Office Supplies, Stationery & Gift Stores","Office supplies, stationery, and gift stores",Office Supplies & Gifts,3146.0,Retail,468
1381,December,2021,Office Supplies & Stationery Stores,Office supplies and stationery stores,Office Supplies & Gifts,866.0,Retail,468
1382,December,2021,"Gift, Novelty & Souvenir Stores","Gift, novelty, and souvenir stores",Office Supplies & Gifts,2280.0,Retail,468
1383,December,2021,Used Merchandise Stores,Used merchandise stores,Miscellaneous,1880.0,Retail,468
1384,December,2021,Nonstore Retailers,Nonstore retailers,Miscellaneous,124291.0,Retail,468
1385,December,2021,Electronic Shopping & Mail-Order Houses,Electronic shopping and mail-order houses,Home Goods & Electronics,113929.0,Retail,1560
1386,December,2021,Fuel Dealers,Fuel dealers,Fuel & Gasoline,4415.0,Retail,312
1387,December,2021,Food Services & Drinking Places,Food services and drinking places,Restaurants & Bars,78824.0,Food,780
1388,December,2021,Drinking Places (Alcoholic Beverages),Drinking places,Restaurants & Bars,21850.77,Food,780
1389,December,2021,Restaurants & Other Eating Places,Restaurants and other eating places,Restaurants & Bars,69543.0,Food,780
1390,December,2021,Full-Service Restaurants,Full service restaurants,Restaurants & Bars,21850.77,Food,780
1391,December,2021,Limited-Service & Snack & Beverage Places,Limited service eating places,Restaurants & Bars,33923.0,Food,780
1392,January,2020,Motor Vehicle & Parts Dealers,Motor vehicle and parts dealers,Automotive,91754.0,Automotive,936
1393,January,2020,Motor Vehicle & Parts Dealers (Combined),Automobile and other motor vehicle dealers,Automotive,84229.0,Automotive,936
1394,January,2020,Automobile Dealers,Automobile dealers,Automotive,79743.0,Automotive,936
1395,January,2020,New Car Dealers,New car dealers,Automotive,70881.0,Automotive,936
1396,January,2020,Used Car Dealers,Used car dealers,Automotive,8862.0,Automotive,936
1397,January,2020,"Auto Parts, Accessories & Tire Stores","Automotive parts, acc., and tire stores",Automotive,7525.0,Automotive,936
1398,January,2020,Furniture & Electronics Stores (Combined),"Furniture, home furn, electronics, and appliance stores",Home Goods & Electronics,16449.0,Retail,1560
1399,January,2020,Furniture & Home Furnishings Stores,Furniture and home furnishings stores,Home Goods & Electronics,9386.0,Retail,1560
1400,January,2020,Furniture Stores,Furniture stores,Home Goods & Electronics,5095.0,Retail,1560
1401,January,2020,Home Furnishings Stores,Home furnishings stores,Home Goods & Electronics,4291.0,Retail,1560
1402,January,2020,Floor Covering Stores,Floor covering stores,Home Goods & Electronics,21850.77,Retail,1560
1403,January,2020,All Other Home Furnishings Stores,All other home furnishings stores,Home Goods & Electronics,2395.0,Retail,1560
1404,January,2020,Electronics & Appliance Stores,Electronics and appliance stores,Home Goods & Electronics,7063.0,Retail,1560
1405,January,2020,Household Appliance Stores,Household appliance stores,Home Goods & Electronics,1240.0,Retail,1560
1406,January,2020,Electronics Stores,Electronics stores,Home Goods & Electronics,5823.0,Retail,1560
1407,January,2020,Building Material & Garden Supply Stores,Building mat. and garden equip. and supplies dealers,Home Goods & Building Supplies,26878.0,Retail,624
1408,January,2020,Building Material & Supplies Dealers,Building mat. and supplies dealers,Home Goods & Building Supplies,23644.0,Retail,624
1409,January,2020,Paint & Wallpaper Stores,Paint and wallpaper stores,Home Goods & Building Supplies,952.0,Retail,624
1410,January,2020,Hardware Stores,Hardware stores,Home Goods & Building Supplies,2160.0,Retail,624
1411,January,2020,Food & Beverage Stores,Food and beverage stores,Food & Beverage,64048.0,Food,780
1412,January,2020,Grocery Stores,Grocery stores,Food & Beverage,58230.0,Food,780
1413,January,2020,Supermarkets & Grocery Stores,Supermarkets and other grocery (except convenience) stores,Food & Beverage,55720.0,Food,780
1414,January,2020,"Beer, Wine & Liquor Stores","Beer, wine, and liquor stores",Food & Beverage,4178.0,Food,780
1415,January,2020,Health & Personal Care Stores,Health and personal care stores,Health & Personal Care,29186.0,Retail,312
1416,January,2020,Pharmacies & Drug Stores,Pharmacies and drug stores,Health & Personal Care,24384.0,Retail,312
1417,January,2020,Gasoline Stations,Gasoline stations,Fuel & Gasoline,39536.0,Retail,312
1418,January,2020,Clothing & Clothing Accessories Stores,Clothing and clothing access. stores,Fashion & Accessories,16831.0,Retail,1248
1419,January,2020,Clothing Stores,Clothing stores,Fashion & Accessories,12327.0,Retail,1248
1420,January,2020,Men's Clothing Stores,Men's clothing stores,Fashion & Accessories,625.0,Retail,1248
1421,January,2020,Women's Clothing Stores,Women's clothing stores,Fashion & Accessories,2477.0,Retail,1248
1422,January,2020,Family Clothing Stores,Family clothing stores,Fashion & Accessories,6832.0,Retail,1248
1423,January,2020,Other Clothing Stores,Other clothing stores,Fashion & Accessories,1200.0,Retail,1248
1424,January,2020,Shoe Stores,Shoe stores,Fashion & Accessories,2167.0,Retail,1248
1425,January,2020,Jewelry Stores,Jewelry stores,Fashion & Accessories,2054.0,Retail,1248
1426,January,2020,"Sporting Goods, Hobby, Book & Music Stores","Sporting goods, hobby, musical instrument, and book stores",Sports & Recreation,5764.0,Retail,624
1427,January,2020,Sporting Goods Stores,Sporting goods stores,Sports & Recreation,2946.0,Retail,624
1428,January,2020,"Hobby, Toy & Game Stores","Hobby, toy, and game stores",Sports & Recreation,1160.0,Retail,624
1429,January,2020,Book Stores,Book stores,Sports & Recreation,957.0,Retail,624
1430,January,2020,General Merchandise Stores,General merchandise stores,General Merchandise,52574.0,Retail,936
1431,January,2020,Department Stores,Department stores,General Merchandise,8379.0,Retail,936
1432,January,2020,Department Stores (Except Discount),Department stores(excl. discount department stores),General Merchandise,2140.0,Retail,936
1433,January,2020,Discount Department Stores,Discount dept. stores,General Merchandise,6239.0,Retail,936
1434,January,2020,Other General Merchandise Stores,Other general merchandise stores,General Merchandise,44195.0,Retail,936
1435,January,2020,Warehouse Clubs & Supercenters,Warehouse clubs and superstores,Food & Beverage,38246.0,Food,780
1436,January,2020,All Other General Merchandise Stores,All other gen. merchandise stores,General Merchandise,5949.0,Retail,936
1437,January,2020,Miscellaneous Store Retailers,Miscellaneous store retailers,Miscellaneous,10157.0,Retail,468
1438,January,2020,"Office Supplies, Stationery & Gift Stores","Office supplies, stationery, and gift stores",Office Supplies & Gifts,2062.0,Retail,468
1439,January,2020,Office Supplies & Stationery Stores,Office supplies and stationery stores,Office Supplies & Gifts,969.0,Retail,468
1440,January,2020,"Gift, Novelty & Souvenir Stores","Gift, novelty, and souvenir stores",Office Supplies & Gifts,1093.0,Retail,468
1441,January,2020,Used Merchandise Stores,Used merchandise stores,Miscellaneous,1530.0,Retail,468
1442,January,2020,Nonstore Retailers,Nonstore retailers,Miscellaneous,63108.0,Retail,468
1443,January,2020,Electronic Shopping & Mail-Order Houses,Electronic shopping and mail-order houses,Home Goods & Electronics,54295.0,Retail,1560
1444,January,2020,Fuel Dealers,Fuel dealers,Fuel & Gasoline,4198.0,Retail,312
1445,January,2020,Food Services & Drinking Places,Food services and drinking places,Restaurants & Bars,63058.0,Food,780
1446,January,2020,Drinking Places (Alcoholic Beverages),Drinking places,Restaurants & Bars,21850.77,Food,780
1447,January,2020,Restaurants & Other Eating Places,Restaurants and other eating places,Restaurants & Bars,54773.0,Food,780
1448,January,2020,Full-Service Restaurants,Full service restaurants,Restaurants & Bars,27604.0,Food,780
1449,January,2020,Limited-Service & Snack & Beverage Places,Limited service eating places,Restaurants & Bars,27169.0,Food,780
1450,February,2020,Motor Vehicle & Parts Dealers,Motor vehicle and parts dealers,Automotive,95877.0,Automotive,936
1451,February,2020,Motor Vehicle & Parts Dealers (Combined),Automobile and other motor vehicle dealers,Automotive,88648.0,Automotive,936
1452,February,2020,Automobile Dealers,Automobile dealers,Automotive,83339.0,Automotive,936
1453,February,2020,New Car Dealers,New car dealers,Automotive,72930.0,Automotive,936
1454,February,2020,Used Car Dealers,Used car dealers,Automotive,10409.0,Automotive,936
1455,February,2020,"Auto Parts, Accessories & Tire Stores","Automotive parts, acc., and tire stores",Automotive,7229.0,Automotive,936
1456,February,2020,Furniture & Electronics Stores (Combined),"Furniture, home furn, electronics, and appliance stores",Home Goods & Electronics,16003.0,Retail,1560
1457,February,2020,Furniture & Home Furnishings Stores,Furniture and home furnishings stores,Home Goods & Electronics,9344.0,Retail,1560
1458,February,2020,Furniture Stores,Furniture stores,Home Goods & Electronics,5240.0,Retail,1560
1459,February,2020,Home Furnishings Stores,Home furnishings stores,Home Goods & Electronics,4104.0,Retail,1560
1460,February,2020,Floor Covering Stores,Floor covering stores,Home Goods & Electronics,21850.77,Retail,1560
1461,February,2020,All Other Home Furnishings Stores,All other home furnishings stores,Home Goods & Electronics,2180.0,Retail,1560
1462,February,2020,Electronics & Appliance Stores,Electronics and appliance stores,Home Goods & Electronics,6659.0,Retail,1560
1463,February,2020,Household Appliance Stores,Household appliance stores,Home Goods & Electronics,1240.0,Retail,1560
1464,February,2020,Electronics Stores,Electronics stores,Home Goods & Electronics,5419.0,Retail,1560
1465,February,2020,Building Material & Garden Supply Stores,Building mat. and garden equip. and supplies dealers,Home Goods & Building Supplies,26116.0,Retail,624
1466,February,2020,Building Material & Supplies Dealers,Building mat. and supplies dealers,Home Goods & Building Supplies,22940.0,Retail,624
1467,February,2020,Paint & Wallpaper Stores,Paint and wallpaper stores,Home Goods & Building Supplies,949.0,Retail,624
1468,February,2020,Hardware Stores,Hardware stores,Home Goods & Building Supplies,2065.0,Retail,624
1469,February,2020,Food & Beverage Stores,Food and beverage stores,Food & Beverage,61290.0,Food,780
1470,February,2020,Grocery Stores,Grocery stores,Food & Beverage,55239.0,Food,780
1471,February,2020,Supermarkets & Grocery Stores,Supermarkets and other grocery (except convenience) stores,Food & Beverage,52754.0,Food,780
1472,February,2020,"Beer, Wine & Liquor Stores","Beer, wine, and liquor stores",Food & Beverage,4301.0,Food,780
1473,February,2020,Health & Personal Care Stores,Health and personal care stores,Health & Personal Care,27972.0,Retail,312
1474,February,2020,Pharmacies & Drug Stores,Pharmacies and drug stores,Health & Personal Care,23106.0,Retail,312
1475,February,2020,Gasoline Stations,Gasoline stations,Fuel & Gasoline,36801.0,Retail,312
1476,February,2020,Clothing & Clothing Accessories Stores,Clothing and clothing access. stores,Fashion & Accessories,19208.0,Retail,1248
1477,February,2020,Clothing Stores,Clothing stores,Fashion & Accessories,13476.0,Retail,1248
1478,February,2020,Men's Clothing Stores,Men's clothing stores,Fashion & Accessories,643.0,Retail,1248
1479,February,2020,Women's Clothing Stores,Women's clothing stores,Fashion & Accessories,2745.0,Retail,1248
1480,February,2020,Family Clothing Stores,Family clothing stores,Fashion & Accessories,7457.0,Retail,1248
1481,February,2020,Other Clothing Stores,Other clothing stores,Fashion & Accessories,1313.0,Retail,1248
1482,February,2020,Shoe Stores,Shoe stores,Fashion & Accessories,2773.0,Retail,1248
1483,February,2020,Jewelry Stores,Jewelry stores,Fashion & Accessories,2635.0,Retail,1248
1484,February,2020,"Sporting Goods, Hobby, Book & Music Stores","Sporting goods, hobby, musical instrument, and book stores",Sports & Recreation,5520.0,Retail,624
1485,February,2020,Sporting Goods Stores,Sporting goods stores,Sports & Recreation,3054.0,Retail,624
1486,February,2020,"Hobby, Toy & Game Stores","Hobby, toy, and game stores",Sports & Recreation,1185.0,Retail,624
1487,February,2020,Book Stores,Book stores,Sports & Recreation,569.0,Retail,624
1488,February,2020,General Merchandise Stores,General merchandise stores,General Merchandise,53782.0,Retail,936
1489,February,2020,Department Stores,Department stores,General Merchandise,8967.0,Retail,936
1490,February,2020,Department Stores (Except Discount),Department stores(excl. discount department stores),General Merchandise,2470.0,Retail,936
1491,February,2020,Discount Department Stores,Discount dept. stores,General Merchandise,6497.0,Retail,936
1492,February,2020,Other General Merchandise Stores,Other general merchandise stores,General Merchandise,44815.0,Retail,936
1493,February,2020,Warehouse Clubs & Supercenters,Warehouse clubs and superstores,Food & Beverage,38702.0,Food,780
1494,February,2020,All Other General Merchandise Stores,All other gen. merchandise stores,General Merchandise,6113.0,Retail,936
1495,February,2020,Miscellaneous Store Retailers,Miscellaneous store retailers,Miscellaneous,10038.0,Retail,468
1496,February,2020,"Office Supplies, Stationery & Gift Stores","Office supplies, stationery, and gift stores",Office Supplies & Gifts,1983.0,Retail,468
1497,February,2020,Office Supplies & Stationery Stores,Office supplies and stationery stores,Office Supplies & Gifts,824.0,Retail,468
1498,February,2020,"Gift, Novelty & Souvenir Stores","Gift, novelty, and souvenir stores",Office Supplies & Gifts,1159.0,Retail,468
1499,February,2020,Used Merchandise Stores,Used merchandise stores,Miscellaneous,1591.0,Retail,468
1500,February,2020,Nonstore Retailers,Nonstore retailers,Miscellaneous,60596.0,Retail,468
1501,February,2020,Electronic Shopping & Mail-Order Houses,Electronic shopping and mail-order houses,Home Goods & Electronics,52377.0,Retail,1560
1502,February,2020,Fuel Dealers,Fuel dealers,Fuel & Gasoline,3516.0,Retail,312
1503,February,2020,Food Services & Drinking Places,Food services and drinking places,Restaurants & Bars,64862.0,Food,780
1504,February,2020,Drinking Places (Alcoholic Beverages),Drinking places,Restaurants & Bars,21850.77,Food,780
1505,February,2020,Restaurants & Other Eating Places,Restaurants and other eating places,Restaurants & Bars,55733.0,Food,780
1506,February,2020,Full-Service Restaurants,Full service restaurants,Restaurants & Bars,21850.77,Food,780
1507,February,2020,Limited-Service & Snack & Beverage Places,Limited service eating places,Restaurants & Bars,27139.0,Food,780
1508,March,2020,Motor Vehicle & Parts Dealers,Motor vehicle and parts dealers,Automotive,80434.0,Automotive,936
1509,March,2020,Motor Vehicle & Parts Dealers (Combined),Automobile and other motor vehicle dealers,Automotive,72964.0,Automotive,936
1510,March,2020,Automobile Dealers,Automobile dealers,Automotive,67153.0,Automotive,936
1511,March,2020,New Car Dealers,New car dealers,Automotive,58108.0,Automotive,936
1512,March,2020,Used Car Dealers,Used car dealers,Automotive,9045.0,Automotive,936
1513,March,2020,"Auto Parts, Accessories & Tire Stores","Automotive parts, acc., and tire stores",Automotive,7470.0,Automotive,936
1514,March,2020,Furniture & Electronics Stores (Combined),"Furniture, home furn, electronics, and appliance stores",Home Goods & Electronics,13815.0,Retail,1560
1515,March,2020,Furniture & Home Furnishings Stores,Furniture and home furnishings stores,Home Goods & Electronics,8037.0,Retail,1560
1516,March,2020,Furniture Stores,Furniture stores,Home Goods & Electronics,4452.0,Retail,1560
1517,March,2020,Home Furnishings Stores,Home furnishings stores,Home Goods & Electronics,3585.0,Retail,1560
1518,March,2020,Floor Covering Stores,Floor covering stores,Home Goods & Electronics,21850.77,Retail,1560
1519,March,2020,All Other Home Furnishings Stores,All other home furnishings stores,Home Goods & Electronics,1488.0,Retail,1560
1520,March,2020,Electronics & Appliance Stores,Electronics and appliance stores,Home Goods & Electronics,5778.0,Retail,1560
1521,March,2020,Household Appliance Stores,Household appliance stores,Home Goods & Electronics,1283.0,Retail,1560
1522,March,2020,Electronics Stores,Electronics stores,Home Goods & Electronics,4495.0,Retail,1560
1523,March,2020,Building Material & Garden Supply Stores,Building mat. and garden equip. and supplies dealers,Home Goods & Building Supplies,31960.0,Retail,624
1524,March,2020,Building Material & Supplies Dealers,Building mat. and supplies dealers,Home Goods & Building Supplies,27844.0,Retail,624
1525,March,2020,Paint & Wallpaper Stores,Paint and wallpaper stores,Home Goods & Building Supplies,1124.0,Retail,624
1526,March,2020,Hardware Stores,Hardware stores,Home Goods & Building Supplies,2518.0,Retail,624
1527,March,2020,Food & Beverage Stores,Food and beverage stores,Food & Beverage,80050.0,Food,780
1528,March,2020,Grocery Stores,Grocery stores,Food & Beverage,73003.0,Food,780
1529,March,2020,Supermarkets & Grocery Stores,Supermarkets and other grocery (except convenience) stores,Food & Beverage,70486.0,Food,780
1530,March,2020,"Beer, Wine & Liquor Stores","Beer, wine, and liquor stores",Food & Beverage,5224.0,Food,780
1531,March,2020,Health & Personal Care Stores,Health and personal care stores,Health & Personal Care,31102.0,Retail,312
1532,March,2020,Pharmacies & Drug Stores,Pharmacies and drug stores,Health & Personal Care,26875.0,Retail,312
1533,March,2020,Gasoline Stations,Gasoline stations,Fuel & Gasoline,34088.0,Retail,312
1534,March,2020,Clothing & Clothing Accessories Stores,Clothing and clothing access. stores,Fashion & Accessories,10958.0,Retail,1248
1535,March,2020,Clothing Stores,Clothing stores,Fashion & Accessories,7618.0,Retail,1248
1536,March,2020,Men's Clothing Stores,Men's clothing stores,Fashion & Accessories,319.0,Retail,1248
1537,March,2020,Women's Clothing Stores,Women's clothing stores,Fashion & Accessories,1568.0,Retail,1248
1538,March,2020,Family Clothing Stores,Family clothing stores,Fashion & Accessories,4204.0,Retail,1248
1539,March,2020,Other Clothing Stores,Other clothing stores,Fashion & Accessories,766.0,Retail,1248
1540,March,2020,Shoe Stores,Shoe stores,Fashion & Accessories,1730.0,Retail,1248
1541,March,2020,Jewelry Stores,Jewelry stores,Fashion & Accessories,1427.0,Retail,1248
1542,March,2020,"Sporting Goods, Hobby, Book & Music Stores","Sporting goods, hobby, musical instrument, and book stores",Sports & Recreation,5186.0,Retail,624
1543,March,2020,Sporting Goods Stores,Sporting goods stores,Sports & Recreation,3399.0,Retail,624
1544,March,2020,"Hobby, Toy & Game Stores","Hobby, toy, and game stores",Sports & Recreation,850.0,Retail,624
1545,March,2020,Book Stores,Book stores,Sports & Recreation,388.0,Retail,624
1546,March,2020,General Merchandise Stores,General merchandise stores,General Merchandise,62810.0,Retail,936
1547,March,2020,Department Stores,Department stores,General Merchandise,8067.0,Retail,936
1548,March,2020,Department Stores (Except Discount),Department stores(excl. discount department stores),General Merchandise,1303.0,Retail,936
1549,March,2020,Discount Department Stores,Discount dept. stores,General Merchandise,6764.0,Retail,936
1550,March,2020,Other General Merchandise Stores,Other general merchandise stores,General Merchandise,54743.0,Retail,936
1551,March,2020,Warehouse Clubs & Supercenters,Warehouse clubs and superstores,Food & Beverage,46965.0,Food,780
1552,March,2020,All Other General Merchandise Stores,All other gen. merchandise stores,General Merchandise,7778.0,Retail,936
1553,March,2020,Miscellaneous Store Retailers,Miscellaneous store retailers,Miscellaneous,9273.0,Retail,468
1554,March,2020,"Office Supplies, Stationery & Gift Stores","Office supplies, stationery, and gift stores",Office Supplies & Gifts,1675.0,Retail,468
1555,March,2020,Office Supplies & Stationery Stores,Office supplies and stationery stores,Office Supplies & Gifts,878.0,Retail,468
1556,March,2020,"Gift, Novelty & Souvenir Stores","Gift, novelty, and souvenir stores",Office Supplies & Gifts,797.0,Retail,468
1557,March,2020,Used Merchandise Stores,Used merchandise stores,Miscellaneous,1069.0,Retail,468
1558,March,2020,Nonstore Retailers,Nonstore retailers,Miscellaneous,68609.0,Retail,468
1559,March,2020,Electronic Shopping & Mail-Order Houses,Electronic shopping and mail-order houses,Home Goods & Electronics,60721.0,Retail,1560
1560,March,2020,Fuel Dealers,Fuel dealers,Fuel & Gasoline,2965.0,Retail,312
1561,March,2020,Food Services & Drinking Places,Food services and drinking places,Restaurants & Bars,49430.0,Food,780
1562,March,2020,Drinking Places (Alcoholic Beverages),Drinking places,Restaurants & Bars,21850.77,Food,780
